date_month,crypto_id,id_name,open,close,diff_oc,mean_oc,high,low,diff_hl,mean_hl,volume,number_of_trades
2022-09,DOGE,Dogecoin,0.06134,0.06167,0.0003300000000000039,0.061505000000000004,0.06831,0.05588,0.012429999999999997,0.062095,21563950374.0,3284152
2022-09,DOT,Polkadot,7.03,6.32,-0.71,6.675000000000001,8.05,5.97,2.080000000000001,7.01,193008236.212,1966667
2022-09,ENJ,Enjin Coin,0.517,0.4527,-0.06430000000000002,0.48485,0.5674,0.4419,0.1255,0.50465,357363656.1,766733
2022-09,EOS,EOS.IO,1.372,1.183,-0.18900000000000006,1.2775,1.868,1.102,0.766,1.485,614872262.7,2568605
2022-09,ETC,Ethereum Classic,32.43,27.74,-4.690000000000001,30.085,42.39,26.64,15.75,34.515,113700651.98,5542766
2022-09,ETH,Ethereum,1554.11,1328.72,-225.38999999999987,1441.415,1789.0,1220.0,569.0,1504.5,22545307.0992,30143469
2022-09,FIL,Filecoin,5.75,5.69,-0.05999999999999961,5.720000000000001,6.99,5.1,1.8900000000000006,6.045,136430626.62,1594595
2022-09,GRT,The Graph,0.1025,0.0987,-0.003799999999999998,0.1006,0.1345,0.0906,0.04390000000000001,0.11255000000000001,1691590564.0,768016
2022-09,HBAR,Hedera,0.0631,0.0573,-0.0058000000000000065,0.060200000000000004,0.0743,0.0556,0.01870000000000001,0.06495000000000001,2565962715.0,662573
2022-09,ICP,Internet Computer,6.24,6.07,-0.16999999999999993,6.155,7.45,5.49,1.96,6.470000000000001,37251254.18,883332
2022-09,IOST,IOST,0.013,0.01178,-0.0012199999999999989,0.01239,0.01445,0.01139,0.0030599999999999985,0.012920000000000001,4936243532.0,342352
2022-09,IOTA,IOTA,0.281,0.2876,0.006599999999999995,0.2843,0.3294,0.2446,0.08480000000000001,0.28700000000000003,417588348.0,596263
2022-09,LINK,Chainlink,6.627,7.585,0.9580000000000002,7.106,8.54,6.445,2.094999999999999,7.4925,192725419.87,4078311
2022-09,LTC,Litecoin,53.83,53.48,-0.3500000000000014,53.655,67.48,50.01,17.470000000000006,58.745000000000005,19332739.945,3422198
2022-09,MANA,Decentraland,0.7726,0.6984,-0.07419999999999993,0.7355,0.832,0.669,0.16299999999999992,0.7505,463274062.0,1371171
2022-09,MATIC,Polygon,0.8322,0.7778,-0.054400000000000004,0.805,0.9436,0.6901,0.25349999999999995,0.8168500000000001,2048652598.8,4776535
2022-09,NEAR,NEAR Protocol,4.373,3.559,-0.8140000000000001,3.966,5.278,3.446,1.8319999999999994,4.362,308708658.5,3144690
2022-09,NEO,NEO,9.04,8.84,-0.1999999999999993,8.94,10.26,7.96,2.3,9.11,13105314.21,513670
2022-09,QTUM,Qtum,3.116,2.849,-0.2669999999999999,2.9825,3.447,2.712,0.7349999999999999,3.0795000000000003,16331815.1,257084
